"","p_brand","p_type","p_size","supplier_cnt"
"1470","Brand#33","LARGE BURNISHED COPPER",45,4
"1471","Brand#33","LARGE BURNISHED NICKEL",23,4
"1472","Brand#33","LARGE BURNISHED STEEL",19,4
"1473","Brand#33","LARGE PLATED BRASS",3,4
"1474","Brand#33","LARGE PLATED COPPER",19,4
"1475","Brand#33","LARGE PLATED STEEL",3,4
"1476","Brand#33","LARGE PLATED STEEL",19,4
"1477","Brand#33","LARGE PLATED TIN",45,4
"1478","Brand#33","LARGE POLISHED BRASS",45,4
"1479","Brand#33","LARGE POLISHED STEEL",14,4
"1480","Brand#33","LARGE POLISHED STEEL",23,4
"1481","Brand#33","LARGE POLISHED TIN",23,4
"1482","Brand#33","MEDIUM ANODIZED BRASS",3,4
"1483","Brand#33","MEDIUM ANODIZED COPPER",9,4
"1484","Brand#33","MEDIUM ANODIZED COPPER",36,4
"1485","Brand#33","MEDIUM ANODIZED COPPER",49,4
"1486","Brand#33","MEDIUM ANODIZED NICKEL",3,4
"1487","Brand#33","MEDIUM ANODIZED NICKEL",19,4
"1488","Brand#33","MEDIUM BRUSHED BRASS",3,4
"1489","Brand#33","MEDIUM BRUSHED STEEL",19,4
"1490","Brand#33","MEDIUM BRUSHED TIN",14,4
"1491","Brand#33","MEDIUM BURNISHED COPPER",14,4
"1492","Brand#33","MEDIUM BURNISHED COPPER",49,4
"1493","Brand#33","MEDIUM BURNISHED TIN",36,4
"1494","Brand#33","MEDIUM PLATED BRASS",3,4
"1495","Brand#33","MEDIUM PLATED STEEL",3,4
"1496","Brand#33","MEDIUM PLATED STEEL",49,4
"1497","Brand#33","PROMO ANODIZED BRASS",3,4
"1498","Brand#33","PROMO BRUSHED BRASS",49,4
"1499","Brand#33","PROMO BURNISHED COPPER",23,4
"1500","Brand#33","PROMO BURNISHED NICKEL",14,4
"1501","Brand#33","PROMO BURNISHED NICKEL",36,4
"1502","Brand#33","PROMO BURNISHED TIN",19,4
"1503","Brand#33","PROMO BURNISHED TIN",23,4
"1504","Brand#33","PROMO PLATED COPPER",14,4
"1505","Brand#33","PROMO PLATED STEEL",45,4
"1506","Brand#33","PROMO PLATED STEEL",49,4
"1507","Brand#33","PROMO PLATED TIN",49,4
"1508","Brand#33","PROMO POLISHED COPPER",3,4
"1509","Brand#33","PROMO POLISHED STEEL",3,4
"1510","Brand#33","PROMO POLISHED STEEL",9,4
"1511","Brand#33","PROMO POLISHED STEEL",23,4
"1512","Brand#33","SMALL ANODIZED BRASS",19,4
"1513","Brand#33","SMALL ANODIZED COPPER",23,4
"1514","Brand#33","SMALL ANODIZED COPPER",49,4
"1515","Brand#33","SMALL ANODIZED STEEL",9,4
"1516","Brand#33","SMALL BRUSHED BRASS",3,4
"1517","Brand#33","SMALL BRUSHED COPPER",3,4
"1518","Brand#33","SMALL BRUSHED NICKEL",45,4
"1519","Brand#33","SMALL BRUSHED STEEL",3,4
"1520","Brand#33","SMALL BRUSHED TIN",9,4
"1521","Brand#33","SMALL BURNISHED BRASS",19,4
"1522","Brand#33","SMALL BURNISHED NICKEL",3,4
"1523","Brand#33","SMALL PLATED BRASS",3,4
"1524","Brand#33","SMALL PLATED STEEL",14,4
"1525","Brand#33","SMALL PLATED STEEL",45,4
"1526","Brand#33","SMALL PLATED TIN",23,4
"1527","Brand#33","SMALL PLATED TIN",36,4
"1528","Brand#33","SMALL POLISHED NICKEL",23,4
"1529","Brand#33","SMALL POLISHED TIN",19,4
"1530","Brand#33","SMALL POLISHED TIN",23,4
"1531","Brand#33","SMALL POLISHED TIN",45,4
"1532","Brand#33","STANDARD ANODIZED COPPER",49,4
"1533","Brand#33","STANDARD ANODIZED STEEL",14,4
"1534","Brand#33","STANDARD ANODIZED STEEL",45,4
"1535","Brand#33","STANDARD ANODIZED STEEL",49,4
"1536","Brand#33","STANDARD ANODIZED TIN",45,4
"1537","Brand#33","STANDARD BRUSHED BRASS",9,4
"1538","Brand#33","STANDARD BRUSHED NICKEL",45,4
"1539","Brand#33","STANDARD BRUSHED STEEL",9,4
"1540","Brand#33","STANDARD BRUSHED TIN",36,4
"1541","Brand#33","STANDARD BURNISHED BRASS",9,4
"1542","Brand#33","STANDARD BURNISHED BRASS",23,4
"1543","Brand#33","STANDARD BURNISHED NICKEL",49,4
"1544","Brand#33","STANDARD PLATED BRASS",49,4
"1545","Brand#33","STANDARD PLATED COPPER",3,4
"1546","Brand#33","STANDARD PLATED COPPER",14,4
"1547","Brand#33","STANDARD PLATED NICKEL",36,4
"1548","Brand#33","STANDARD PLATED STEEL",3,4
"1549","Brand#33","STANDARD PLATED STEEL",36,4
"1550","Brand#33","STANDARD PLATED TIN",14,4
"1551","Brand#33","STANDARD POLISHED BRASS",9,4
"1552","Brand#33","STANDARD POLISHED BRASS",19,4
"1553","Brand#33","STANDARD POLISHED STEEL",3,4
"1554","Brand#33","STANDARD POLISHED STEEL",9,4
"1555","Brand#33","STANDARD POLISHED STEEL",14,4
"1556","Brand#34","ECONOMY ANODIZED BRASS",9,4
"1557","Brand#34","ECONOMY ANODIZED COPPER",3,4
"1558","Brand#34","ECONOMY ANODIZED COPPER",14,4
"1559","Brand#34","ECONOMY ANODIZED COPPER",19,4
"1560","Brand#34","ECONOMY ANODIZED STEEL",9,4
"1561","Brand#34","ECONOMY ANODIZED TIN",49,4
"1562","Brand#34","ECONOMY BRUSHED BRASS",14,4
"1563","Brand#34","ECONOMY BRUSHED NICKEL",49,4
"1564","Brand#34","ECONOMY BURNISHED COPPER",9,4
"1565","Brand#34","ECONOMY BURNISHED STEEL",19,4
"1566","Brand#34","ECONOMY BURNISHED TIN",3,4
"1567","Brand#34","ECONOMY BURNISHED TIN",23,4
"1568","Brand#34","ECONOMY PLATED BRASS",9,4
"1569","Brand#34","ECONOMY PLATED BRASS",14,4
"1570","Brand#34","ECONOMY PLATED COPPER",3,4
"1571","Brand#34","ECONOMY PLATED NICKEL",45,4
"1572","Brand#34","ECONOMY PLATED TIN",14,4
"1573","Brand#34","ECONOMY PLATED TIN",45,4
"1574","Brand#34","ECONOMY POLISHED BRASS",45,4
"1575","Brand#34","LARGE ANODIZED BRASS",14,4
"1576","Brand#34","LARGE ANODIZED BRASS",23,4
"1577","Brand#34","LARGE ANODIZED BRASS",36,4
"1578","Brand#34","LARGE ANODIZED NICKEL",3,4
"1579","Brand#34","LARGE ANODIZED TIN",49,4
"1580","Brand#34","LARGE BRUSHED BRASS",49,4
"1581","Brand#34","LARGE BRUSHED COPPER",23,4
"1582","Brand#34","LARGE BRUSHED NICKEL",23,4
"1583","Brand#34","LARGE BRUSHED STEEL",14,4
"1584","Brand#34","LARGE BRUSHED STEEL",19,4
"1585","Brand#34","LARGE BRUSHED TIN",9,4
"1586","Brand#34","LARGE BURNISHED BRASS",23,4
"1587","Brand#34","LARGE BURNISHED COPPER",3,4
"1588","Brand#34","LARGE BURNISHED COPPER",36,4
"1589","Brand#34","LARGE BURNISHED NICKEL",19,4
"1590","Brand#34","LARGE PLATED BRASS",23,4
"1591","Brand#34","LARGE PLATED BRASS",36,4
"1592","Brand#34","LARGE PLATED BRASS",45,4
"1593","Brand#34","LARGE PLATED COPPER",23,4
"1594","Brand#34","LARGE PLATED COPPER",49,4
"1595","Brand#34","LARGE PLATED STEEL",49,4
"1596","Brand#34","LARGE POLISHED NICKEL",49,4
"1597","Brand#34","MEDIUM ANODIZED COPPER",36,4
"1598","Brand#34","MEDIUM ANODIZED TIN",3,4
"1599","Brand#34","MEDIUM BRUSHED BRASS",49,4
"1600","Brand#34","MEDIUM BRUSHED COPPER",9,4
"1601","Brand#34","MEDIUM BRUSHED NICKEL",9,4
"1602","Brand#34","MEDIUM BRUSHED NICKEL",23,4
"1603","Brand#34","MEDIUM BRUSHED TIN",3,4
"1604","Brand#34","MEDIUM BRUSHED TIN",14,4
"1605","Brand#34","MEDIUM BURNISHED STEEL",45,4
"1606","Brand#34","MEDIUM BURNISHED STEEL",49,4
"1607","Brand#34","MEDIUM PLATED COPPER",36,4
"1608","Brand#34","MEDIUM PLATED TIN",3,4
"1609","Brand#34","MEDIUM PLATED TIN",14,4
"1610","Brand#34","PROMO ANODIZED COPPER",45,4
"1611","Brand#34","PROMO ANODIZED NICKEL",14,4
"1612","Brand#34","PROMO ANODIZED STEEL",49,4
"1613","Brand#34","PROMO ANODIZED TIN",14,4
"1614","Brand#34","PROMO BRUSHED BRASS",9,4
"1615","Brand#34","PROMO BRUSHED BRASS",23,4
"1616","Brand#34","PROMO BRUSHED COPPER",36,4
"1617","Brand#34","PROMO BRUSHED STEEL",36,4
"1618","Brand#34","PROMO BURNISHED BRASS",49,4
"1619","Brand#34","PROMO BURNISHED STEEL",3,4
"1620","Brand#34","PROMO PLATED BRASS",9,4
"1621","Brand#34","PROMO PLATED STEEL",49,4
"1622","Brand#34","PROMO POLISHED BRASS",23,4
"1623","Brand#34","PROMO POLISHED NICKEL",3,4
"1624","Brand#34","PROMO POLISHED NICKEL",36,4
"1625","Brand#34","SMALL ANODIZED BRASS",36,4
"1626","Brand#34","SMALL ANODIZED COPPER",45,4
"1627","Brand#34","SMALL ANODIZED NICKEL",14,4
"1628","Brand#34","SMALL ANODIZED NICKEL",36,4
"1629","Brand#34","SMALL ANODIZED STEEL",3,4
"1630","Brand#34","SMALL ANODIZED STEEL",19,4
"1631","Brand#34","SMALL ANODIZED STEEL",23,4
"1632","Brand#34","SMALL ANODIZED STEEL",36,4
"1633","Brand#34","SMALL BRUSHED BRASS",14,4
"1634","Brand#34","SMALL BRUSHED BRASS",36,4
"1635","Brand#34","SMALL BRUSHED NICKEL",14,4
"1636","Brand#34","SMALL BRUSHED NICKEL",36,4
"1637","Brand#34","SMALL BRUSHED NICKEL",45,4
"1638","Brand#34","SMALL BRUSHED TIN",9,4
"1639","Brand#34","SMALL BRUSHED TIN",23,4
"1640","Brand#34","SMALL BRUSHED TIN",36,4
"1641","Brand#34","SMALL BURNISHED COPPER",9,4
"1642","Brand#34","SMALL BURNISHED TIN",36,4
"1643","Brand#34","SMALL PLATED BRASS",14,4
"1644","Brand#34","SMALL PLATED COPPER",36,4
"1645","Brand#34","SMALL PLATED TIN",45,4
"1646","Brand#34","SMALL POLISHED NICKEL",14,4
"1647","Brand#34","SMALL POLISHED NICKEL",45,4
"1648","Brand#34","SMALL POLISHED TIN",9,4
"1649","Brand#34","SMALL POLISHED TIN",14,4
"1650","Brand#34","SMALL POLISHED TIN",19,4
"1651","Brand#34","STANDARD ANODIZED BRASS",23,4
"1652","Brand#34","STANDARD ANODIZED BRASS",36,4
"1653","Brand#34","STANDARD ANODIZED COPPER",45,4
"1654","Brand#34","STANDARD ANODIZED NICKEL",36,4
"1655","Brand#34","STANDARD ANODIZED STEEL",9,4
"1656","Brand#34","STANDARD ANODIZED STEEL",49,4
"1657","Brand#34","STANDARD ANODIZED TIN",9,4
"1658","Brand#34","STANDARD BRUSHED BRASS",19,4
"1659","Brand#34","STANDARD BRUSHED BRASS",23,4
"1660","Brand#34","STANDARD BRUSHED NICKEL",23,4
"1661","Brand#34","STANDARD BRUSHED STEEL",3,4
"1662","Brand#34","STANDARD BRUSHED TIN",19,4
"1663","Brand#34","STANDARD BURNISHED COPPER",45,4
"1664","Brand#34","STANDARD BURNISHED NICKEL",19,4
"1665","Brand#34","STANDARD BURNISHED NICKEL",45,4
"1666","Brand#34","STANDARD BURNISHED STEEL",36,4
"1667","Brand#34","STANDARD BURNISHED TIN",45,4
"1668","Brand#34","STANDARD PLATED BRASS",9,4
"1669","Brand#34","STANDARD PLATED COPPER",9,4
"1670","Brand#34","STANDARD PLATED NICKEL",36,4
"1671","Brand#35","ECONOMY ANODIZED COPPER",3,4
"1672","Brand#35","ECONOMY ANODIZED STEEL",45,4
"1673","Brand#35","ECONOMY BRUSHED BRASS",3,4
"1674","Brand#35","ECONOMY BRUSHED NICKEL",49,4
"1675","Brand#35","ECONOMY BRUSHED STEEL",23,4
"1676","Brand#35","ECONOMY BRUSHED STEEL",45,4
"1677","Brand#35","ECONOMY BRUSHED TIN",14,4
"1678","Brand#35","ECONOMY BRUSHED TIN",23,4
"1679","Brand#35","ECONOMY BURNISHED NICKEL",19,4
"1680","Brand#35","ECONOMY BURNISHED STEEL",36,4
"1681","Brand#35","ECONOMY BURNISHED TIN",9,4
"1682","Brand#35","ECONOMY BURNISHED TIN",19,4
"1683","Brand#35","ECONOMY BURNISHED TIN",49,4
"1684","Brand#35","ECONOMY POLISHED COPPER",9,4
"1685","Brand#35","ECONOMY POLISHED TIN",19,4
"1686","Brand#35","LARGE ANODIZED BRASS",3,4
"1687","Brand#35","LARGE ANODIZED BRASS",23,4
"1688","Brand#35","LARGE ANODIZED COPPER",49,4
"1689","Brand#35","LARGE ANODIZED STEEL",36,4
"1690","Brand#35","LARGE ANODIZED TIN",9,4
"1691","Brand#35","LARGE BRUSHED COPPER",9,4
"1692","Brand#35","LARGE BRUSHED COPPER",23,4
"1693","Brand#35","LARGE BRUSHED STEEL",3,4
"1694","Brand#35","LARGE BRUSHED STEEL",9,4
"1695","Brand#35","LARGE BURNISHED BRASS",36,4
"1696","Brand#35","LARGE BURNISHED BRASS",45,4
"1697","Brand#35","LARGE BURNISHED COPPER",23,4
"1698","Brand#35","LARGE BURNISHED NICKEL",23,4
"1699","Brand#35","LARGE PLATED BRASS",9,4
"1700","Brand#35","LARGE PLATED COPPER",36,4
"1701","Brand#35","LARGE POLISHED BRASS",49,4
"1702","Brand#35","LARGE POLISHED STEEL",9,4
"1703","Brand#35","LARGE POLISHED TIN",14,4
"1704","Brand#35","MEDIUM ANODIZED BRASS",9,4
"1705","Brand#35","MEDIUM ANODIZED BRASS",36,4
"1706","Brand#35","MEDIUM ANODIZED COPPER",9,4
"1707","Brand#35","MEDIUM BRUSHED BRASS",14,4
"1708","Brand#35","MEDIUM BRUSHED COPPER",9,4
"1709","Brand#35","MEDIUM BRUSHED COPPER",36,4
"1710","Brand#35","MEDIUM BURNISHED BRASS",49,4
"1711","Brand#35","MEDIUM BURNISHED NICKEL",45,4
"1712","Brand#35","MEDIUM BURNISHED TIN",36,4
"1713","Brand#35","MEDIUM PLATED BRASS",23,4
"1714","Brand#35","MEDIUM PLATED COPPER",9,4
"1715","Brand#35","MEDIUM PLATED NICKEL",45,4
"1716","Brand#35","MEDIUM PLATED NICKEL",49,4
"1717","Brand#35","MEDIUM PLATED STEEL",49,4
"1718","Brand#35","PROMO ANODIZED COPPER",49,4
"1719","Brand#35","PROMO ANODIZED NICKEL",19,4
"1720","Brand#35","PROMO ANODIZED NICKEL",23,4
"1721","Brand#35","PROMO ANODIZED TIN",3,4
"1722","Brand#35","PROMO ANODIZED TIN",14,4
"1723","Brand#35","PROMO BRUSHED BRASS",49,4
"1724","Brand#35","PROMO BRUSHED NICKEL",14,4
"1725","Brand#35","PROMO BRUSHED NICKEL",19,4
"1726","Brand#35","PROMO BURNISHED BRASS",3,4
"1727","Brand#35","PROMO BURNISHED STEEL",3,4
"1728","Brand#35","PROMO PLATED BRASS",19,4
"1729","Brand#35","PROMO PLATED COPPER",14,4
"1730","Brand#35","PROMO PLATED STEEL",23,4
"1731","Brand#35","PROMO PLATED STEEL",36,4
"1732","Brand#35","PROMO PLATED TIN",19,4
"1733","Brand#35","PROMO POLISHED BRASS",9,4
"1734","Brand#35","PROMO POLISHED BRASS",36,4
"1735","Brand#35","PROMO POLISHED NICKEL",36,4
"1736","Brand#35","PROMO POLISHED STEEL",23,4
"1737","Brand#35","PROMO POLISHED TIN",36,4
"1738","Brand#35","PROMO POLISHED TIN",45,4
"1739","Brand#35","SMALL ANODIZED COPPER",9,4
"1740","Brand#35","SMALL ANODIZED STEEL",19,4
"1741","Brand#35","SMALL ANODIZED TIN",19,4
"1742","Brand#35","SMALL BRUSHED BRASS",36,4
"1743","Brand#35","SMALL BRUSHED STEEL",49,4
"1744","Brand#35","SMALL BRUSHED TIN",3,4
"1745","Brand#35","SMALL BRUSHED TIN",19,4
"1746","Brand#35","SMALL BRUSHED TIN",23,4
"1747","Brand#35","SMALL BURNISHED BRASS",23,4
"1748","Brand#35","SMALL BURNISHED STEEL",36,4
"1749","Brand#35","SMALL BURNISHED TIN",3,4
"1750","Brand#35","SMALL BURNISHED TIN",36,4
"1751","Brand#35","SMALL BURNISHED TIN",49,4
"1752","Brand#35","SMALL PLATED BRASS",23,4
"1753","Brand#35","SMALL PLATED STEEL",14,4
"1754","Brand#35","SMALL POLISHED BRASS",36,4
"1755","Brand#35","SMALL POLISHED STEEL",3,4
"1756","Brand#35","SMALL POLISHED STEEL",49,4
"1757","Brand#35","SMALL POLISHED TIN",23,4
"1758","Brand#35","SMALL POLISHED TIN",45,4
"1759","Brand#35","STANDARD ANODIZED NICKEL",14,4
"1760","Brand#35","STANDARD ANODIZED STEEL",23,4
"1761","Brand#35","STANDARD ANODIZED STEEL",45,4
"1762","Brand#35","STANDARD ANODIZED TIN",9,4
"1763","Brand#35","STANDARD ANODIZED TIN",19,4
"1764","Brand#35","STANDARD BRUSHED BRASS",3,4
"1765","Brand#35","STANDARD BRUSHED BRASS",23,4
"1766","Brand#35","STANDARD BRUSHED BRASS",36,4
"1767","Brand#35","STANDARD BRUSHED COPPER",36,4
"1768","Brand#35","STANDARD BRUSHED NICKEL",36,4
"1769","Brand#35","STANDARD BRUSHED NICKEL",49,4
"1770","Brand#35","STANDARD BRUSHED TIN",9,4
"1771","Brand#35","STANDARD BURNISHED BRASS",9,4
"1772","Brand#35","STANDARD BURNISHED BRASS",19,4
"1773","Brand#35","STANDARD BURNISHED BRASS",23,4
"1774","Brand#35","STANDARD BURNISHED COPPER",36,4
"1775","Brand#35","STANDARD BURNISHED STEEL",14,4
"1776","Brand#35","STANDARD PLATED COPPER",19,4
"1777","Brand#35","STANDARD PLATED NICKEL",23,4
"1778","Brand#35","STANDARD PLATED STEEL",14,4
"1779","Brand#35","STANDARD PLATED STEEL",23,4
"1780","Brand#35","STANDARD PLATED TIN",49,4
"1781","Brand#35","STANDARD POLISHED NICKEL",23,4
"1782","Brand#35","STANDARD POLISHED TIN",23,4
"1783","Brand#35","STANDARD POLISHED TIN",45,4
"1784","Brand#41","ECONOMY ANODIZED STEEL",49,4
"1785","Brand#41","ECONOMY BRUSHED BRASS",3,4
"1786","Brand#41","ECONOMY BRUSHED COPPER",36,4
"1787","Brand#41","ECONOMY BRUSHED NICKEL",23,4
"1788","Brand#41","ECONOMY BRUSHED STEEL",36,4
"1789","Brand#41","ECONOMY BRUSHED STEEL",45,4
"1790","Brand#41","ECONOMY BRUSHED TIN",14,4
"1791","Brand#41","ECONOMY PLATED COPPER",3,4
"1792","Brand#41","ECONOMY PLATED STEEL",3,4
"1793","Brand#41","ECONOMY PLATED TIN",23,4
"1794","Brand#41","ECONOMY POLISHED COPPER",19,4
"1795","Brand#41","ECONOMY POLISHED NICKEL",9,4
"1796","Brand#41","ECONOMY POLISHED NICKEL",14,4
"1797","Brand#41","ECONOMY POLISHED NICKEL",23,4
"1798","Brand#41","ECONOMY POLISHED NICKEL",49,4
"1799","Brand#41","ECONOMY POLISHED STEEL",9,4
"1800","Brand#41","ECONOMY POLISHED STEEL",19,4
"1801","Brand#41","ECONOMY POLISHED STEEL",45,4
"1802","Brand#41","ECONOMY POLISHED TIN",19,4
"1803","Brand#41","LARGE ANODIZED BRASS",14,4
"1804","Brand#41","LARGE ANODIZED BRASS",23,4
"1805","Brand#41","LARGE ANODIZED COPPER",49,4
"1806","Brand#41","LARGE ANODIZED STEEL",3,4
"1807","Brand#41","LARGE ANODIZED STEEL",23,4
"1808","Brand#41","LARGE BRUSHED COPPER",23,4
"1809","Brand#41","LARGE BRUSHED COPPER",49,4
"1810","Brand#41","LARGE BRUSHED STEEL",19,4
"1811","Brand#41","LARGE BURNISHED BRASS",45,4
"1812","Brand#41","LARGE BURNISHED COPPER",3,4
"1813","Brand#41","LARGE BURNISHED NICKEL",23,4
"1814","Brand#41","LARGE BURNISHED TIN",9,4
"1815","Brand#41","LARGE PLATED NICKEL",3,4
"1816","Brand#41","LARGE PLATED NICKEL",23,4
"1817","Brand#41","LARGE PLATED STEEL",9,4
"1818","Brand#41","LARGE PLATED STEEL",36,4
"1819","Brand#41","LARGE PLATED TIN",9,4
"1820","Brand#41","LARGE POLISHED BRASS",36,4
"1821","Brand#41","LARGE POLISHED COPPER",19,4
"1822","Brand#41","LARGE POLISHED COPPER",49,4
"1823","Brand#41","LARGE POLISHED NICKEL",36,4
"1824","Brand#41","LARGE POLISHED STEEL",14,4
"1825","Brand#41","MEDIUM ANODIZED BRASS",9,4
"1826","Brand#41","MEDIUM ANODIZED COPPER",14,4
"1827","Brand#41","MEDIUM ANODIZED NICKEL",3,4
"1828","Brand#41","MEDIUM ANODIZED NICKEL",9,4
"1829","Brand#41","MEDIUM ANODIZED STEEL",14,4
"1830","Brand#41","MEDIUM BRUSHED COPPER",3,4
"1831","Brand#41","MEDIUM BRUSHED TIN",9,4
"1832","Brand#41","MEDIUM BURNISHED COPPER",23,4
"1833","Brand#41","MEDIUM BURNISHED STEEL",9,4
"1834","Brand#41","MEDIUM BURNISHED STEEL",45,4
"1835","Brand#41","MEDIUM BURNISHED TIN",3,4
"1836","Brand#41","MEDIUM PLATED BRASS",19,4
"1837","Brand#41","MEDIUM PLATED BRASS",45,4
"1838","Brand#41","MEDIUM PLATED COPPER",19,4
"1839","Brand#41","MEDIUM PLATED STEEL",19,4
"1840","Brand#41","MEDIUM PLATED STEEL",23,4
"1841","Brand#41","PROMO ANODIZED BRASS",19,4
"1842","Brand#41","PROMO ANODIZED COPPER",9,4
"1843","Brand#41","PROMO ANODIZED NICKEL",9,4
"1844","Brand#41","PROMO BRUSHED BRASS",14,4
"1845","Brand#41","PROMO BRUSHED COPPER",36,4
"1846","Brand#41","PROMO BRUSHED NICKEL",14,4
"1847","Brand#41","PROMO BURNISHED BRASS",49,4
"1848","Brand#41","PROMO BURNISHED NICKEL",36,4
"1849","Brand#41","PROMO BURNISHED TIN",3,4
"1850","Brand#41","PROMO PLATED NICKEL",14,4
"1851","Brand#41","PROMO PLATED NICKEL",45,4
"1852","Brand#41","PROMO PLATED STEEL",3,4
"1853","Brand#41","PROMO PLATED TIN",3,4
"1854","Brand#41","PROMO POLISHED COPPER",23,4
"1855","Brand#41","SMALL ANODIZED BRASS",3,4
"1856","Brand#41","SMALL ANODIZED BRASS",14,4
"1857","Brand#41","SMALL ANODIZED STEEL",45,4
"1858","Brand#41","SMALL ANODIZED TIN",9,4
"1859","Brand#41","SMALL BRUSHED TIN",19,4
"1860","Brand#41","SMALL BURNISHED COPPER",9,4
"1861","Brand#41","SMALL BURNISHED NICKEL",3,4
"1862","Brand#41","SMALL BURNISHED TIN",45,4
"1863","Brand#41","SMALL PLATED COPPER",14,4
"1864","Brand#41","SMALL PLATED COPPER",36,4
"1865","Brand#41","SMALL PLATED COPPER",49,4
"1866","Brand#41","SMALL PLATED TIN",19,4
"1867","Brand#41","SMALL POLISHED COPPER",14,4
"1868","Brand#41","SMALL POLISHED COPPER",19,4
"1869","Brand#41","SMALL POLISHED COPPER",36,4
"1870","Brand#41","SMALL POLISHED TIN",45,4
"1871","Brand#41","STANDARD ANODIZED COPPER",19,4
"1872","Brand#41","STANDARD ANODIZED NICKEL",9,4
"1873","Brand#41","STANDARD ANODIZED STEEL",49,4
"1874","Brand#41","STANDARD ANODIZED TIN",9,4
"1875","Brand#41","STANDARD ANODIZED TIN",36,4
"1876","Brand#41","STANDARD ANODIZED TIN",49,4
"1877","Brand#41","STANDARD BRUSHED BRASS",19,4
"1878","Brand#41","STANDARD BRUSHED NICKEL",3,4
"1879","Brand#41","STANDARD BRUSHED NICKEL",9,4
"1880","Brand#41","STANDARD BRUSHED STEEL",45,4
"1881","Brand#41","STANDARD BRUSHED TIN",45,4
"1882","Brand#41","STANDARD BURNISHED BRASS",23,4
"1883","Brand#41","STANDARD BURNISHED BRASS",36,4
"1884","Brand#41","STANDARD BURNISHED COPPER",49,4
"1885","Brand#41","STANDARD BURNISHED STEEL",45,4
"1886","Brand#41","STANDARD PLATED BRASS",45,4
"1887","Brand#41","STANDARD PLATED NICKEL",14,4
"1888","Brand#41","STANDARD PLATED STEEL",45,4
"1889","Brand#41","STANDARD PLATED TIN",49,4
"1890","Brand#41","STANDARD POLISHED STEEL",9,4
"1891","Brand#41","STANDARD POLISHED STEEL",19,4
"1892","Brand#41","STANDARD POLISHED TIN",45,4
"1893","Brand#42","ECONOMY ANODIZED NICKEL",19,4
"1894","Brand#42","ECONOMY BRUSHED BRASS",14,4
"1895","Brand#42","ECONOMY BRUSHED COPPER",3,4
"1896","Brand#42","ECONOMY BRUSHED COPPER",14,4
"1897","Brand#42","ECONOMY BRUSHED NICKEL",14,4
"1898","Brand#42","ECONOMY BRUSHED STEEL",14,4
"1899","Brand#42","ECONOMY BRUSHED TIN",19,4
"1900","Brand#42","ECONOMY BRUSHED TIN",49,4
"1901","Brand#42","ECONOMY BURNISHED BRASS",19,4
"1902","Brand#42","ECONOMY BURNISHED COPPER",23,4
"1903","Brand#42","ECONOMY BURNISHED NICKEL",14,4
"1904","Brand#42","ECONOMY BURNISHED TIN",14,4
"1905","Brand#42","ECONOMY PLATED COPPER",23,4
"1906","Brand#42","ECONOMY POLISHED BRASS",3,4
"1907","Brand#42","ECONOMY POLISHED COPPER",9,4
"1908","Brand#42","ECONOMY POLISHED STEEL",9,4
"1909","Brand#42","ECONOMY POLISHED STEEL",36,4
"1910","Brand#42","ECONOMY POLISHED TIN",14,4
"1911","Brand#42","LARGE ANODIZED BRASS",49,4
"1912","Brand#42","LARGE ANODIZED COPPER",14,4
"1913","Brand#42","LARGE ANODIZED COPPER",49,4
"1914","Brand#42","LARGE ANODIZED NICKEL",45,4
"1915","Brand#42","LARGE ANODIZED NICKEL",49,4
"1916","Brand#42","LARGE ANODIZED TIN",45,4
"1917","Brand#42","LARGE BRUSHED BRASS",49,4
"1918","Brand#42","LARGE BURNISHED BRASS",45,4
"1919","Brand#42","LARGE BURNISHED BRASS",49,4
"1920","Brand#42","LARGE BURNISHED COPPER",9,4
"1921","Brand#42","LARGE BURNISHED TIN",9,4
"1922","Brand#42","LARGE PLATED BRASS",45,4
"1923","Brand#42","LARGE PLATED COPPER",9,4
"1924","Brand#42","LARGE PLATED NICKEL",36,4
"1925","Brand#42","LARGE PLATED TIN",23,4
"1926","Brand#42","LARGE POLISHED BRASS",9,4
"1927","Brand#42","LARGE POLISHED NICKEL",3,4
"1928","Brand#42","LARGE POLISHED NICKEL",23,4
"1929","Brand#42","LARGE POLISHED STEEL",9,4
"1930","Brand#42","MEDIUM ANODIZED BRASS",23,4
"1931","Brand#42","MEDIUM ANODIZED COPPER",19,4
"1932","Brand#42","MEDIUM ANODIZED NICKEL",14,4
"1933","Brand#42","MEDIUM ANODIZED NICKEL",19,4
"1934","Brand#42","MEDIUM ANODIZED NICKEL",23,4
"1935","Brand#42","MEDIUM ANODIZED STEEL",9,4
"1936","Brand#42","MEDIUM ANODIZED STEEL",14,4
"1937","Brand#42","MEDIUM ANODIZED STEEL",23,4
"1938","Brand#42","MEDIUM ANODIZED TIN",14,4
"1939","Brand#42","MEDIUM ANODIZED TIN",19,4
"1940","Brand#42","MEDIUM BRUSHED COPPER",45,4
"1941","Brand#42","MEDIUM BRUSHED COPPER",49,4
"1942","Brand#42","MEDIUM BRUSHED STEEL",36,4
"1943","Brand#42","MEDIUM BURNISHED COPPER",49,4
"1944","Brand#42","MEDIUM BURNISHED TIN",3,4
"1945","Brand#42","MEDIUM BURNISHED TIN",49,4
"1946","Brand#42","MEDIUM PLATED NICKEL",45,4
"1947","Brand#42","MEDIUM PLATED STEEL",3,4
